gd_id,description
e0100620170207190247,深圳的星级客户您好一一日有话务员为您服务您好很高兴为您服务哎先生你好那个我要投诉你们您您是关于什么问题呢有两个问题第一那个因为我家那个手手机上为什么你们那个中国电信可以帮那个就是手机上的游戏吗直接可以代扣呢因为小孩不小心点到了以后我然后手机上收到短信是已经那个扣钱了而且我现在因为我这个手机是我附近的他年纪大不会玩我看了一下从去年的时候就有过这种代扣的现象吗嗯您是哪个号码您说一下那个一般的或者是多四幺八九嗯三零四三嗯嗯零七零六恩户主的姓名麻烦再报一下工行要嗯我看一下多块钱有一百二十块钱幺嗯中山路三地址就行可以啊礼拜g现在你好就行您是说刚刚收到这个短信吗什么没有现在呃出年初几的时候我忘了反正就前两天然后那时候我我是打的那个幺零零幺然后那个当时的话就但是我找不到那个人工服务所以我今天然后他们跟我说一下我就打你打现在这个这个一万号呃一万号对吧啊帮您我看了一下那个在去年的时候就已经有过这种代扣的行为了你说去年您几月份看到的那个哎你等一下我看看一下二零一六年六月六月二十八号下午四点十六点三十三分代扣过一次那个是什么线材网络提供的游信息游戏资源服务费信息费是院就是每次吗是有中国电信代收的然后当天的话啊当天扣了两次就是一六年的就当天后来还有一个是二十元的然后在今年的一月二十九号有扣过一个十块十块钱然后今年的二月二月一号又扣过一次六块钱哦然后看一下然后噢你这里面不知道吗二零一六年的六月十四号扣过一块钱这个好像你们中国电信应该不应该帮人家就是那个第三方代扣的吧他打过六月十四号里面没有这个记录二零一六年六月十四号没有吗我现在就告诉它哪个是问一下还是不好意思帮您看到当时总共一个记录是一个三十点一您是不是看错了一个零点医院嗯您是不是看错了是一个零点一是二月呃二零六月十四号十二点零八是吗可以多少是不通我现在看到当时六月份总共是一个三十建议您把它们加起来算一下是不是哦对六月份的话是三四点一三十一块啊啊上次对是三十三十块三十块一毛哦四六三三天了吗可以是什么就是那这边您留一个联系电话给我那个幺八零嗯幺八六三摁二幺九八吃饭哦你好啊这样我稍后的话半的好的七营业厅营业厅给我打回我想我想可能是我以前一样昨天和可以在网上营业厅去好的对然后好块啊好对喂行嗯稍等一下哦我现在看一下啊的黄山电话赔偿你好帮您看了一下这个电话这个号码再见一呃那个短信具体内容麻烦您这边完整的报一下我就随便票票其中一条了好吧哦行好就昨天他前几天的那个就呃二月一号的吧那二月一号的嗯嗯嗯您好他是他是这样子的短信感谢您您使用线材网络提供的游戏六元服务然后是逗号然后的话是信息费六元每次然后后面是空号不不包含那个通讯通讯费然后的话是由中国电信代收客服电话四零零八二八九二八九好好啊对嗯嗯我觉得东西的时候拨打电话的时候请稍等扣费时间整天我的电话是你刚说那个建设银行的个短信说行好的对就是一直在外地你好吧嗯有没有这个东西有的东西的这个都是一样的嗯哼啊没有过拜拜发一封过来写的话那就是就是银行卡就是您可以通过我们这边对对啊对公司的没有哎啊请好的他们是哪里的对再见一屏蔽移动好的国内电话电话到中国电信的对好好您好吧可以吧的拜拜没有没扣啊这是那个上次不是没打通好的五百白天我有空打的银行那个用户上海哎你好然后我知道六是用户那么您的这个情况的话这边会给您反映上去帮您查一下那么我们这边工作人员的话也会两个工作日之内会跟您联系的帮您嗯嗯行两个工作日对吧哎好可以那个然后我再问一下宁夏那个我家里面装那个宽带吗嗯不是中国电信的吗对吧哦我我想这个我我你们这边带不带处理的我因为我觉得我们家现在装那个网络不知道是什么原因我手机显示wifi连接成功的嗯信号是满格的但是手机就是连接不上每次我都是需要那个把手机那个我家所在的那个wifi那个账号我我要找到他然后把它忽略掉然后重新输入密码重新进去才可以上网宽带方面的宽带它里面连到电脑方面的有问题吗呃电脑没有连在电脑最近都没问题啊就是手机连连的话连那个wifi的话每到电脑的话电脑也也出现这个这样的问题的然后因为我们家里面我跟我我们是经常不在家然后我父母在家他们年纪大了出现这种情况咱们他们带小孩有时候小孩要用平板电脑或者手机或者干嘛的话出现这种电话他们就完全解决不了因为他们联系他不会会用我每次我都要把它们弄叫上海这样你让我很麻烦你知道吧嗯嗯他您这个情况的话这边可能是里面设备方面如果说我想问一下我那个就是装宽带的就是你们你们中国电信就是这边那个就是那个信息那个营业厅吧然后他们来过了他说啊他说我的是说我的路由器不好然后我买了一个就是嘉强买的路由器也是在你们这中国银行那边买的就是他们这个是三个天线联系电话吗装了就没问题其实给我装过以后这个问题就是任然出现然后他的意思还要让我继续电话路由器所以的话我是想重新上的但是我但是我不知道怎么回事所以我不打你们这个电话那么两个这个情况的话这边还是需要为您转接我们宽带部门那边我帮您再查一下看一下这个地址有吗兆呢要要你说没有你你这个好像答复等大于你刚才说什么行您这个宽带的这个问题的话这边还是为您转接我们宽带部门的电话我帮您再查一下这个那那那你可以帮我那个转接到宽带部门他是跟您电话明天的话取消这个套餐可以拨打九六九幺幺二或者你也就是说你刚才说的那个后面号也可以拨打九六九幺幺二或者他今天九六九幺幺二对吧话费我现在可以为您转接过去好的好的好的
e0100620170207193514,您好七一四九话务员为您服务喂您好很高兴为您服务哎我家里的时候现在这个电话号码我就打过来了五二六八幺八八这个对吧就是呃这个就是上网的这个就是没宽带用户的这个宽带啊我因为我家里这个宽带呢就是你们给客户的在外地零在我公司在wifiwifi了以后现在我这wifi没没办法用麻烦那个自己专门地址有吗你报一下帮您看一下长宁路幺六六一路三号幺幺零四三不客气就是那个猫它里面带的那个无线功能就是现在突然连接不了了是吗哎对对那您那个有线连的电脑呢它能不能上网我没家里没有现在哦就全是无线是吧盘嗯那请问他是什么时候出现这种情况了就今天嘛就这两天吗很抱歉给您带来不便那现在这边帮您看一下吧因为我这里显示下来设备方面的话是活动的这个具体什么情况的话可能是这个合资他没有收到忘记谢谢啊那这个还是得由我们专门的一个故障部门那边需要帮您检测一下看一下是您的情况给他换一个吧嗯他这个更换这个设备的话也是要我们故障部门那边帮您安排一下的的麻烦您这边电话您不要挂机呃这个今后的话您可以直接拨打九六九幺幺二或者是微信看我已经打给你们了我已经报修了这个之前我就不管你们去处理他您接过去啊就我今天来的时候你不要直接转接到我们故障部门帮您安排一下哎你们给我今天给我处理掉就行了公司电话不要挂机我现在直接为您转接过去啊
e0100620170207200149,您好新衣字有话务员为您服务您好很高兴为您服务哎你好是这样的我在那个网络现在好像很卡都不知道是什么原因就是我想你们那边后台帮我这边重新弄一下呃麻烦您家里面电话或者您手机号码有吗报一下我查一下我家里电话是六三幺幺二七三七供户主的姓名能报一下啊村规的啊您宽带安装到这个地址麻烦再说一下呃那个那个福新东路孔江路一百二十二号不了没有问题再使用一下了之前是正常就现在突然间很卡是吧对对对对对对对嗯抱歉给您带来不便那这边麻烦您电话您不要挂机额这个情况的话还是要用的上面的一个故障部门然后再帮您查一下的啊今后您也可以直接拨打九六九幺幺二或者关注微信客服我现在直接为您转接过去啊啊行
e0100620170207202122,您好一一日有话务员为您服务您好很高兴为您服务哎你好我那个上现在上网它突然叫我输入那个用户名跟密码那你帮我查一下好吧麻烦您宽带安装地址您这边报一下啊对呃浦东新区浦东路了七五六号五月二十付款啊家里面电话或者手机号码有吗呃以前可以的在你们这里留的家庭电话好像是啊号码您说一下好啊就是在同一个户名下有没有固定电话或者您的手机号码有一个固定电话是五八八六零二幺二哦我看一下稍等好的过后以后好再见很抱歉这号码我这里显示已经没有再使用了他这个户主当时申请是身份证号码什么信息有吗您报一下不是哎就说我他不是不是我我记不起来了手机号码可以吗是电信的号码是吗哎对啊好您说一下对他不是电信的号码吧嗯付费账单有没有账单付费账单啊所以上班我找一下你还还没有的那么家里面平时您呃上门网址是输入的那个呃宽带上网账号您有印象吗嗯嗯嗯这个赔付出的是的嗯那现在为您这个喂您好啊啊您想嗯那现在这边现在这个具体您这个他们信息的话我这边现在无法定位到这个信息看不到他在这里面您当时宽带安装的时候这个施工人员给您应该有留下一张纸条现在那个设备上面有没有还在不在那个应该是宽带账号有的在上面处理在设备上面给您看一下有没有贴着一张纸条设备它是谢谢再见请稍等哦设备上面没有取消啊好的这个什么路上面上面没问题嗯很抱歉那这个因为现在无法定位到这个信息啊他这边的话能不能先联系吧户主那边你要户主什么信息公司这边的话就是当时申请这个宽带时登记的身份证号码就可以了身份证号码是吧对诶啊那啊号好那那我您那等会儿我再打这个电话还是你打过来嗯他这边的话因为这里面也是需要有一下这个信息这边然后再为您连接到我们故障部门稍后您可以直接拨打一个就是得到那个身份证信息这些设备信息之后您直接可以拨打一个九六九幺幺二这是我们上面有个故障电话可以查一下九六这栋幺二五九六九嗯嗯也没有什么这个飞信九六九一下幺二是吧幺幺二啊好好好那就这样反映
e0100620170208151830,尊敬的星级客户您好一一日有话务员为您服务您好很高兴为您服务报修帮您是关于什么设备宽带专家报修哦那麻烦您宽带地址您这边说一下宽带地址是上海市闵行区浦江镇您好用不到永高路七十五楼嗯嗯那这个宽带它里面先办理是不能联网还是什么情况嗯因为那个宽带那个投资好像坏掉了他那个就是你们那个猫上面一个光信号显示红灯哦很抱歉给您带来不便那这个电话麻烦您不要挂机这个的话还是需要为您专门转接这么一个故障报修平台那边要帮您处理一下嗯这个电话您可以直接拨打九六九幺幺二关注微信客服我现在直接为您转接到我们故障部门帮您看一下嗯好好好谢谢
e0100720170207150238,您好五三六九话务员为您服务喂你好很高兴为您服务哎先生你好我我就想问一下啊我是大概是四号我四号呢去那个酒精大街上面的那个中国电信去跟那个宽带的就是说原来宽带是一百嘛我现在升到两百对吧然后里面的那个工作人员呢就跟我说他说是大概是两千以后呢第三天的有电话预约上门来安装我说可以啊我今天的是第三天早晨的电话来了现在一个人的来安装的他说呢就是说呃个人态度电话安装完了呃我先不说他安装号好不好很奇怪的奇怪的是什么呢是安装的走呢就是我我通过我在家吃饭的时候大概是十二点半左右我的手机短信收到一个收到一个短信是那个呃大概是电信那边发过来的是幺五三开头的那个手机发过来的说今天下午一点钟到下午五点钟有师傅上门服务嗯那我就觉得奇怪的先生你说对吧不是然后呢叫不出来的来了一个您好那我就搞不懂了我就立马立马就呃这个他电信过来不是有一个啊他短信过来不是有一个联系的师傅的电话号码吗对我就打过去我想就是说我同一个人对吧然后我就打过去了他不是同一个人你好然后呢我就问他了他下午大概什么时候来他就是说他也是这个手机上面写的是下午十三点到十七点那就是一点到五点对吧那我我也没我也没说什么然后我再打电话给你那个上午来的那个那个人姓张我就问他了我说一次电信局的吗嗯嗯对吧你说我要不要问是是然后呢他说单电信的因为他今天早晨刚刚来的时候我就问了他说我说你怎么不带跟工牌号码的头头像没有怪它说出来安装大丰县的话就那我人家那个窗口的人跟我说的电话预约的那我也就没有这个没有多想因为是电话预约吗对吧因为如果参考那边跟我说会短信通知的那我肯定不会到到他来安装的现在问题是什么呢现在早晨那个人给我安装呢就是我那个网站就是知不知道是需要的嗯嗯他是不是哎再过了一段时间他就网络哦让我再来决定是吧因为我这个呃呃那个有这个流量的吗嗯嗯我就把这四g打开卖出让打开以后的他就跳出来一个窗口就是是四记录什么注册是到目前呢以后呢他就让我呃就是在在把那个网关掉就是那个设置里面把那个网关掉然后再把它打开他就好了嗯那我现在就就我现在就就我郁闷你知道吧我现在我现在是等一下下午那个要不要让他来呢他是告诉那个天去了您家里电话号码多少小姐您报一下啊呃五四幺七二四二幺额名字小姐名字报一下啊古北区照顾的顾发的那个和平的平昨天早晨早晨那个电话号码我也可以报给你不是小姐我帮您看一下着急啊首先就是网速的确实是帮您升到两百兆那说明上午那个来的确实是我们电信的工作人员因为它老是就是一万三的两百兆了呢已经查到帮我送两百兆了对对对这个没问题对那你那现在这还是要多少嗯需要早晨那个姓张的那个我重新来看呢然后下面下午那个另外一个下午之前通过到五点就是那个姓李的就不要来的九百所以所以说如果说您觉得现在这个网速呃网络有问题的话呢我可以直接帮您联系我们宽带线路中心的工作人员让他们上班来帮您看一下或者调试一下可以呀那你你是那原来过来这个是他们那个报修中心那边他们会安排啊您稍等一下啊电话不要挂啊等一下啊这个电话拨九六九幺幺二关注微信客服
e0100720170207153728,您好五三六有话务员市民服务您好很高兴为您服务呃你能看到我的电话号码那个电话号码多少你报一下小姐六七八六好谢谢啊嗯嗯七八二六三七幺啊的名字叫联系您嗯呃您说什么问题小姐一个处理你不这样的话您不知道为什么哦您是说这个呃春节里边的只要我一直会断网对因为呃从二的时候你们有一个人打电话给我我这边可以升到一百兆的公司然后他给我后台去做一个重嗯嗯然后就开始不停的断了一天断一天短信提现段哦那出现这个情况以后您之后有报修过吗或者说有没有师傅上门帮您没问题提示关掉关掉之后等十分钟再开四然后还是这个问题我现在又断网哦就到了是吧嗯那如果这样的话那这有可能是生活网速之后您这个设备可能是存在不了这个贷款还有情况对呀你看什么时候能过来帮我弄啊可以的那这样小姐不好意思那您电话先不要挂啊我马上帮您转接报中心那边核实后联系一下要不然约时间可能是设备需要更换一下啊您要么稍等一下好嘛电话不要挂啊转接不成功拨九六九幺幺二我分钟未检测服务
e0100720170207173435,您好五删掉有话务员为您服务您好很高兴为您服务对我我的现在亏打打了一个上午了忙啊上不了网啊呃您家里那个电话号码多少你报一下先生六四零五五五九幺呃这个是呃是从什么时候开始出现的现在这个情况是下午啊就像他说我爸爸吗就是可以或者是上不去了哎上不去了行行行先生啊不好意思那这样啊电话您不要挂先生我马上帮您转那个宽带现在中心这边要去那个检查一下这种你等一下啊不好意思啊电话不要挂转接电话拨幺二六九幺幺二关注未生效
e0100720170207185037,深圳的新提的挺好五三六九话务员为您服务您好很高兴为您服务啊是这样的我这边的话就是说今天就是说有一个优惠让报修吗嗯嗯我这边那个什么我收到的一个短信这边他告诉我维修人员是谁但是我打过去他说服务是因为我希望这个尽早早上早一点但是呢就是这个早上早一点呢我又联系不到他到底几点钟过来好这个你这个二十地址哪里的这个地址您报给我地址稍等啊请问您的地址东路路五五幺啊啊好好那您这样先生不好意思那您电话不要挂我帮您转到宽带抱住现在帮您去问一下是具体哪个时候你等一下好吗稍等就可以电话了好吧稍等啊不好意思幺五八拨九六九幺幺二我关机过去
e0100720170207191309,您好五三六九话务员为您服务觉得很高兴为您服务希望怎么这样子我想您可以询问一下啊几楼的吧就是我们想忙了跟啥道理宽呃就是家里的宽带现在上不了网对但是我看那个电脑上面它说网络一连接就是网络是连接的您家里这个呃电话号码多少你报一下小姐七六七四七七好的那这样小姐不好意思那个电话您不要挂啊我马上帮您转那个宽带现在中心那边去帮您检测一下您稍微等一下好吗啊好的稍等啊电话不要挂有那个拨九六九幺幺二我关注微信客服
e0100720170207193202,您好五三六九话务员市民服务您好很高兴为您服务先生你好那个我这边的申请的什么信息呢我申请一个申请的好的然后这样出出来的今天来过来来完以后呢然后因为我不在这边是我想再能帮我处理然后我觉得我这边升级还是有问题然后我想问一下就是说他是不是可以不更换设备帮我呀呃您家里那个电话号码的话你报一下先生我查一下六二五幺六六零五呃名字先生再见稍等一下啊反正我对好好您好三五就就是说今天是是不过那边今天支付过了以后他那个呃给您家里换设备了吗看一下啊对所以我他给我可以不换设备也可以登记啊对如果看一下先生因为您家里一些意思这个设备它最高能支持五百兆的贷款所以说现在两百兆它确实是不需要换设备哦不用的话但是我现在我住有问题然后我在家里现在够随便怎么都达不到就是达到两百兆是吧行那您电话不要挂啊那我马上帮您转到宽带线路这边让我们帮您之后再看一下数据您等一下啊那是啊电话不要挂我这边拨九六九幺二关注微信客服
e0100720170207193340,您好与三六九话务员为您服务您好很高兴为您服务啊我想问一下就是我前两天才交了那个电那个网络费用了之后我的网也一个就是对恩不客气您是说网线这两天我不是特别慢对啊之前回来之后发现他不是这个欠费了嘛然后是把费用交了江苏路是公司就给如果以前的网速是一个大点事情的别的那个宽带那个帐号您提供一下小姐这个账号好的等一下啊嗯那您不是之前缴费吗缴费的话他肯定是需要用到账号的呀这个我那个不用取消啊什么我我那个缴费的但是你交了费我看不到上那你一下那您要报这个名字身份证嘛你你报名字身份证地址我查一下吗啊到您一啦然后呢是单人旁的对然后艾是那个特别复杂的那个那我我知道我知道您继续说啊然后那个地址地址是新丰路五百一十八号嗯那是五百上面写的原地址来显是五百七十八桥一号二零二室好的那最后是身份证号码小姐啊对或者身份证号码行行房子反正我这边是租的房子好的那您信息没有的话我没有办法帮您那个转那个报报修的呀因为我们通过呃他的身份证身份证去订位的啊啊这个没有他的号码嗯什么设备上面有没有他的号码设备上面没有说没有他的号码的您看一下那个一万的账单有没有一万的账单请拨对对吧哎不出来那你平时付费的是通过什么途径付的平时付费的话费是吧我那您如果他没有收到信息的话我没办法做机位的呀啊那我现在不需要九点就是想问一下我会这么这么多呀那我要通过地址去帮您定位才能去查原因小姐是不是对不对早上那你详细地址有的话收不到小姐您刚才报这个地址我说了这个没有啊但是之前的时候缴费的时候已经报备就是地址都是小姐呃我这边说他没有小姐啊没有因为营业厅的话您有账单上面他有有设备号码呢可以通过对他他是可以不过地址查到这个这个这个方便的嗯那小姐这个目前我我通过您报地址我这边没有查到李新丰路五百一十八层是一号应该是差不多吧这个标准的这个有个那个没有那你能再试一下吗或者还回一个学会我我就输了三遍啦小姐啊他系统显示不该不该设备那营业厅可以你不行那小姐我确实是没有查到我有什么如果说您觉得这个月还还是有问题的话您可以直接拨打那个九六九幺幺二这是我们的报修热线可以让师傅上门看天打电话为什么你们能不能告诉我还什么我的意思就是我想打电话先问问你们那小姐但是我没有我没有查到您的信息及时现在通过地址没有找到您的信息所以说无法判断到底小姐我我说我就是这上面了您提供的地址我说三个你们是不是没有时间都可以市场确实是没有小姐不好意思那我可以换一个那个客服打了可以可以可以就是您的权利当然可以比较那张小姐我咱们转不了您要么就是关掉之后从新点因为我们这个电话是没有没有转接功能啊不好意思啊
e0100720170207193825,你好五三六九话务员为您服务您好很高兴为您服务哎您好您好您好那个我家里这边那个网络公司网络上不去现在那个家里有固定电话吗呃没有那您宽带账号知道吗黑龙江啊那你啊报报一下给我我输一下科技那个是吧啊对可以的先生没问题啊可以可以嗯嗯幺零二五幺零二五幺八零六幺八零六四七对呃网络上不去这个是呃什么时候出现的情况先生这个情况就刚刚哦就嗯请您稍等还有就是最近我家这个网吗哦慢是吧这个银行吗那这样那不好意思那您电话不要挂啊我马上帮您转那个宽带线路中心这边让那个后台去帮您这地方能检测一下您稍微等一下好吗明天还是稍等啊没事电话不要挂啊转接不成功的话拨九六九幺幺二我关注微信客服
e0100720170207214731,您好五六元四元为您服务您好很高兴为您服务喂您好您好小姐啊我先看一下我家这个宽带为什么没有没有信号了呀上面那您家里有固定电话吗小姐我家没有固定电话呀那那个宽带帐号您知道吗好啦嗯嗯好了哦恢复了是吧好的好的好没事能帮您关注微信客服稍后接的
e0100720170208153007,您好五三六九话务员为您服务您好很高兴为您服务您好您好这个无法就是这个我想这个咨询一下呃您说这个这个好像我听说这个现在最近好像这个好像你们好的中国电信好像有什么这个宽带升级啊是二百兆一千多少这个业务是吧呃您家里那个电话号码多少您报一下先生我看一下五五六六二六三七呃名字还有地址先生呃准线嗯行啊呃四川北路嗯九百七十弄然后二零二四一稍等一下啊哎好的哎先生久等了先生我帮您查过吧现在您目前用的这个宽带网速他已经是帮您申过了目前您的网速已经是两百兆的先生哎他他是两百兆我觉得怎么最近老掉线那我搞不懂了就这几天啊过去掉以后哦需要需要比较现在我是在表现行那这样先生不好意思那您电话不要挂啊我马上帮您转到宽带线路中心那边去让他们帮您后台检检查一下您的线路是不是有异常你等一下好吗不好意思啊稍等啊小姐如果普通话可以封九六九幺幺二关注微信客服
e0100720170208170357,您好五三六九话务员为您服务您好很高兴为您服务您好啊我现在那个sp的那个不能放了没有信号啊哦上网也上不上人家我也上不上家里电话号码多少你报一下六七九四五六呃名字周围没对稍等一下啊谢谢女士然后是这个情况是从什么时候开始出现的昨天出现的行那您电话不要挂小姐啊我现在帮您转那个宽带线路中心这边帮您去检测一下你等一下啊没事啊稍等啊女士转接六电话拨就问好的他是您打一万号请稍等啊给您电话拨九六九幺幺二或关注微信客服
e0100720170208180940,您好五三六九话务员市民服务您好很高兴为您服务啊我要报修宽带我呃你你什么问题先生我那个宽带就是说这个信号不好哦就是那您家里有固定电话吗这个或者宽带账号您知道吗哦哦这个不太清楚给我电话那那你要么就是那个呃手机有没有账单的先生账单有吗账单啊我我我我现在不在家里那那是身份证号码知道吗那最后就身份证号码开户的身份证身份证号码是吧哎对知道吗不知道我可以帮助定位哦哦三幺零幺零七三幺零幺零七一九八六幺零二五一九八六幺零二五零四幺零零四幺零对呃您快递人员报一下名字还有地址地址是常德路嗯嗯一三九三吗嗯嗯三号五零你好好的那这样先生不好意思那您电话先不要挂啊我现在马上帮您转那个宽带线路中心店需要去检测一下您稍等一下好嘛好的好的稍等一下电话不要挂啊转接不通话可以拨九六九幺幺二关注微信客服
e0100720170208191136,您好五三六九话务员为您服务您好很高兴为您服务您好你好你好我想让你帮我查一下我的这个宽带是否到期了宽带有没有到期先生是吧可以的你把那个名字还有身份证号码您报一下我查一下李超稍等啊幺四零等一下啊我记一下稍等一下啊二四七二是幺四零二零三二零三七九八八一九八八零七零四零七零四零四一五零四幺五呃地址哪里地址是上海长宁区常顺路三六六弄七十号九零二好的稍等一下啊啊我帮您看了一下先生您这个宽带的话当时是那个一年一付的吗他这个合约的话需要到今年的九月三十号到期九月三十号到期是今年九月三十号现在好像宽带都不能上您上不去吗现在这个宽带啊嗯是就是是断网的还是什么情况先生好像是报行那您电话不要挂啊那我马上帮您转到宽带线路问题没有让后台去帮您检测一下您稍微等一下好吗稍等啊不好意思电话先不要挂啊我转过去问一下啊稍等也就如果不成功的话可以拨九六九幺幺二关注微信客服
e0100720170208194209,最新的星级客户您好五三六九话务员为您服务您好很高兴为您服务哎你好我想问一下今天的电信信号是不是不好啊我这是什么网好像基本上都连不上呢您是说家里的网络连不上班的对呀呃那个地址哪里小姐这个或者家里有电话吗有就这个电话六七七三零七七四那行小姐不好意思您电话先不要挂啊我帮您转到宽带线路中心联系帮您检测一下您稍微等一下好吗稍等啊不好意思啊电话先不要挂啊帮您转过去问一下如果不成功可以拨九六九幺幺二关注微信
